id,name,url,region_id,role_id,subrole_id,salary_from,salary_to,salary_currency,salary_gross,salary_mode_id,salary_frequency_id,schedule_id
128507430,"Сотрудник пункта выдачи заказов OZON, Wildberries",https://api.hh.ru/vacancies/128507430?host=hh.ru,1255,21,70,22500.0,30000.0,RUR,False,MONTH,TWICE_PER_MONTH,shift
127625475,Менеджер по продажам и работе с клиентами,https://api.hh.ru/vacancies/127625475?host=hh.ru,1255,21,70,68500.0,98500.0,RUR,False,MONTH,TWICE_PER_MONTH,remote
127866969,Менеджер по продажам digital-агентства,https://api.hh.ru/vacancies/127866969?host=hh.ru,1255,21,70,50000.0,100000.0,RUR,False,MONTH,TWICE_PER_MONTH,remote
127696646,Менеджер по сопровождению клиентов,https://api.hh.ru/vacancies/127696646?host=hh.ru,1255,21,70,58000.0,,RUR,True,MONTH,TWICE_PER_MONTH,fullDay
128510455,Стажер в отдел продаж,https://api.hh.ru/vacancies/128510455?host=hh.ru,1255,21,70,40000.0,,RUR,False,MONTH,TWICE_PER_MONTH,fullDay
128482679,Старший менеджер по работе с клиентами / администратор школы английского языка,https://api.hh.ru/vacancies/128482679?host=hh.ru,1255,21,70,40000.0,55000.0,RUR,False,MONTH,TWICE_PER_MONTH,shift
127307494,Территориальный менеджер,https://api.hh.ru/vacancies/127307494?host=hh.ru,1255,21,70,80000.0,,RUR,False,MONTH,TWICE_PER_MONTH,fullDay
127500242,Менеджер по продажам (HoReCa),https://api.hh.ru/vacancies/127500242?host=hh.ru,1255,21,70,130000.0,,RUR,True,MONTH,TWICE_PER_MONTH,fullDay
128162015,Менеджер по продажам (продукты питания),https://api.hh.ru/vacancies/128162015?host=hh.ru,1255,21,70,60000.0,150000.0,RUR,False,MONTH,TWICE_PER_MONTH,fullDay
123406467,Куратор учеников в онлайн-школу,https://api.hh.ru/vacancies/123406467?host=hh.ru,1255,21,70,50000.0,70000.0,RUR,False,MONTH,,remote
127874133,Менеджер активных продаж,https://api.hh.ru/vacancies/127874133?host=hh.ru,1255,21,70,60000.0,,RUR,False,MONTH,TWICE_PER_MONTH,fullDay
128459998,Менеджер по работе с клиентами,https://api.hh.ru/vacancies/128459998?host=hh.ru,1255,21,70,36000.0,45000.0,RUR,False,MONTH,TWICE_PER_MONTH,shift
127598639,"Старший менеджер в пространство музыки театра и кино ""Виртуозы""",https://api.hh.ru/vacancies/127598639?host=hh.ru,1255,21,70,40000.0,80000.0,RUR,False,MONTH,TWICE_PER_MONTH,fullDay
127302943,Менеджер по продажам,https://api.hh.ru/vacancies/127302943?host=hh.ru,1255,21,70,74000.0,120000.0,RUR,False,MONTH,,fullDay
128519207,Товаровед-кассир ломбарда,https://api.hh.ru/vacancies/128519207?host=hh.ru,1255,21,70,45000.0,,RUR,False,MONTH,,shift
127854441,Менеджер по работе с клиентами,https://api.hh.ru/vacancies/127854441?host=hh.ru,1255,21,70,45000.0,,RUR,False,MONTH,,fullDay
127974367,Менеджер,https://api.hh.ru/vacancies/127974367?host=hh.ru,1255,21,70,40000.0,40000.0,RUR,False,MONTH,TWICE_PER_MONTH,fullDay
127473763,Менеджер по продажам,https://api.hh.ru/vacancies/127473763?host=hh.ru,1255,21,70,60000.0,,RUR,False,MONTH,,fullDay
127464576,Менеджер по продажам IT продукта,https://api.hh.ru/vacancies/127464576?host=hh.ru,1255,21,70,55000.0,90000.0,RUR,False,MONTH,,fullDay
127481795,Менеджер по работе с клиентами,https://api.hh.ru/vacancies/127481795?host=hh.ru,1255,21,70,95000.0,,RUR,True,MONTH,TWICE_PER_MONTH,fullDay
126731411,Специалист отдела оптовых продаж,https://api.hh.ru/vacancies/126731411?host=hh.ru,1255,21,70,,450000.0,RUR,False,MONTH,,fullDay
127889191,Менеджер по продажам,https://api.hh.ru/vacancies/127889191?host=hh.ru,1255,21,70,70000.0,130000.0,RUR,False,MONTH,TWICE_PER_MONTH,fullDay
127436365,"Менеджер смены в кафе-пекарню ""А мы тут плюшками балуемся""",https://api.hh.ru/vacancies/127436365?host=hh.ru,1255,21,70,48000.0,50000.0,RUR,False,MONTH,TWICE_PER_MONTH,flexible
128573164,Старший менеджер по работе с клиентами,https://api.hh.ru/vacancies/128573164?host=hh.ru,1255,21,70,72300.0,,RUR,True,MONTH,,fullDay
127577959,Начинающий специалист\стажёр (ВТБ Юниор),https://api.hh.ru/vacancies/127577959?host=hh.ru,1255,21,70,50000.0,,RUR,False,MONTH,TWICE_PER_MONTH,fullDay
122743775,Менеджер по работе с корпоративными клиентами (В2В),https://api.hh.ru/vacancies/122743775?host=hh.ru,1255,21,70,50000.0,,RUR,False,MONTH,TWICE_PER_MONTH,fullDay
